distro,version,module,package,arch,build_id,source_url
ubuntu,17.2.9-0ubuntu0.22.04.1~cloud0,librbd.so.1,librbd1,amd64,c97db865428223b868711d89be1546d6ac65b55c,https://ubuntu-cloud.archive.canonical.com/ubuntu/pool/main/c/ceph/librbd1_17.2.9-0ubuntu0.22.04.1~cloud0_amd64.deb
ubuntu,17.2.9-0ubuntu0.22.04.1~cloud0,ceph-osd,ceph-osd,amd64,a5ca92639c1e4333d03a37d192659655a3de3748,https://ubuntu-cloud.archive.canonical.com/ubuntu/pool/main/c/ceph/ceph-osd_17.2.9-0ubuntu0.22.04.1~cloud0_amd64.deb
ubuntu,17.2.9-0ubuntu0.22.04.2,libceph-common.so.2,librados2,amd64,57f970773446c1df4a4565308d26a790189cb0da,https://launchpad.net/~ubuntu-security-proposed/+archive/ubuntu/ppa/+build/32282595/+files/librados2_17.2.9-0ubuntu0.22.04.2_amd64.deb
ubuntu,17.2.9-0ubuntu0.22.04.2,librados.so.2,librados2,amd64,a463bb64f70ebb6a40d2705472181460d8a88368,https://launchpad.net/~ubuntu-security-proposed/+archive/ubuntu/ppa/+build/32282595/+files/librados2_17.2.9-0ubuntu0.22.04.2_amd64.deb
ubuntu,17.2.9-0ubuntu0.22.04.2,librbd.so.1,librbd1,amd64,d547af0b0399ed47a5ca02ff405833e43a65e4f7,https://launchpad.net/~ubuntu-security-proposed/+archive/ubuntu/ppa/+build/32282595/+files/librbd1_17.2.9-0ubuntu0.22.04.2_amd64.deb
ubuntu,17.2.9-0ubuntu0.22.04.2,ceph-osd,ceph-osd,amd64,ddb878ac38ac981163fff4679ba5df948a274267,https://launchpad.net/~ubuntu-security-proposed/+archive/ubuntu/ppa/+build/32282595/+files/ceph-osd_17.2.9-0ubuntu0.22.04.2_amd64.deb
ubuntu,17.2.9-0ubuntu0.22.04.3,libceph-common.so.2,librados2,amd64,a43ecd6fc4c2c0134a59877e713982fd4a12cbb0,https://launchpad.net/ubuntu/+source/ceph/17.2.9-0ubuntu0.22.04.3/+build/32795783/+files/librados2_17.2.9-0ubuntu0.22.04.3_amd64.deb
ubuntu,17.2.9-0ubuntu0.22.04.3,librados.so.2,librados2,amd64,f1398972d932897a10e0bd7ee32a1f66d9fb604c,https://launchpad.net/ubuntu/+source/ceph/17.2.9-0ubuntu0.22.04.3/+build/32795783/+files/librados2_17.2.9-0ubuntu0.22.04.3_amd64.deb
ubuntu,17.2.9-0ubuntu0.22.04.3,librbd.so.1,librbd1,amd64,4b6bb7f814905c0f47c9bdc5ff0a80d956df1d3b,https://launchpad.net/ubuntu/+source/ceph/17.2.9-0ubuntu0.22.04.3/+build/32795783/+files/librbd1_17.2.9-0ubuntu0.22.04.3_amd64.deb
ubuntu,17.2.9-0ubuntu0.22.04.3,ceph-osd,ceph-osd,amd64,28f0efa8527232967ff9b211f89f289e96ac9769,https://launchpad.net/ubuntu/+source/ceph/17.2.9-0ubuntu0.22.04.3/+build/32795783/+files/ceph-osd_17.2.9-0ubuntu0.22.04.3_amd64.deb
ubuntu,19.2.0-0ubuntu0.24.04.2,libceph-common.so.2,librados2,amd64,611e483f63289443c1d5f51f8af125b593723ea6,https://launchpad.net/~ubuntu-security-proposed/+archive/ubuntu/ppa/+build/29860342/+files/librados2_19.2.0-0ubuntu0.24.04.2_amd64.deb
ubuntu,19.2.0-0ubuntu0.24.04.2,librados.so.2,librados2,amd64,91f01ef79488aa7d971d460d220a7fc31fec6645,https://launchpad.net/~ubuntu-security-proposed/+archive/ubuntu/ppa/+build/29860342/+files/librados2_19.2.0-0ubuntu0.24.04.2_amd64.deb
ubuntu,19.2.0-0ubuntu0.24.04.2,librbd.so.1,librbd1,amd64,1a30a0bfe2760961020d56c7c9a60e3d6ee6a7e3,https://launchpad.net/~ubuntu-security-proposed/+archive/ubuntu/ppa/+build/29860342/+files/librbd1_19.2.0-0ubuntu0.24.04.2_amd64.deb
ubuntu,19.2.0-0ubuntu0.24.04.2,ceph-osd,ceph-osd,amd64,6cac51923118fae61dd97b077cea3a0db3508da3,https://launchpad.net/~ubuntu-security-proposed/+archive/ubuntu/ppa/+build/29860342/+files/ceph-osd_19.2.0-0ubuntu0.24.04.2_amd64.deb
ubuntu,19.2.1-0ubuntu0.24.04.2,libceph-common.so.2,librados2,amd64,9c132c525a73ef4cab19b088f8e7723ac6171281,https://launchpad.net/ubuntu/+source/ceph/19.2.1-0ubuntu0.24.04.2/+build/30961575/+files/librados2_19.2.1-0ubuntu0.24.04.2_amd64.deb
ubuntu,19.2.1-0ubuntu0.24.04.2,librados.so.2,librados2,amd64,94838690d797823defbfa137510ce9b4d3772551,https://launchpad.net/ubuntu/+source/ceph/19.2.1-0ubuntu0.24.04.2/+build/30961575/+files/librados2_19.2.1-0ubuntu0.24.04.2_amd64.deb
